Comunidades y Ciudades Autónomas;Sexo;Nivel de formación alcanzado;Periodo;Total
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;153,0
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;145,8
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;142,1
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;137,1
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;141,1
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;141,9
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;144,8
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;140,4
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;141,0
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;139,7
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;140,9
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;156,4
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;142,2
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;133,1
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;129,0
05 Canarias;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;138,8
05 Canarias;Ambos sexos;Educación superior;2023T2;544,6
05 Canarias;Ambos sexos;Educación superior;2023T1;568,7
05 Canarias;Ambos sexos;Educación superior;2022T4;602,2
05 Canarias;Ambos sexos;Educación superior;2022T3;598,4
05 Canarias;Ambos sexos;Educación superior;2022T2;581,4
05 Canarias;Ambos sexos;Educación superior;2022T1;586,3
05 Canarias;Ambos sexos;Educación superior;2021T4;598,8
05 Canarias;Ambos sexos;Educación superior;2021T3;577,5
05 Canarias;Ambos sexos;Educación superior;2021T2;565,9
05 Canarias;Ambos sexos;Educación superior;2021T1;583,7
05 Canarias;Ambos sexos;Educación superior;2020T4;572,8
05 Canarias;Ambos sexos;Educación superior;2020T3;566,5
05 Canarias;Ambos sexos;Educación superior;2020T2;535,6
05 Canarias;Ambos sexos;Educación superior;2020T1;535,0
05 Canarias;Ambos sexos;Educación superior;2019T4;532,6
05 Canarias;Ambos sexos;Educación superior;2019T3;526,3
05 Canarias;Ambos sexos;Educación superior;2019T2;508,4
05 Canarias;Ambos sexos;Educación superior;2019T1;512,2
05 Canarias;Ambos sexos;Educación superior;2018T4;488,8
05 Canarias;Ambos sexos;Educación superior;2018T3;475,1
05 Canarias;Ambos sexos;Educación superior;2018T2;458,2
05 Canarias;Ambos sexos;Educación superior;2018T1;452,1
05 Canarias;Ambos sexos;Educación superior;2017T4;454,6
05 Canarias;Ambos sexos;Educación superior;2017T3;454,3
05 Canarias;Ambos sexos;Educación superior;2017T2;446,4
05 Canarias;Ambos sexos;Educación superior;2017T1;430,5
06 Cantabria;Ambos sexos;Analfabetos;2023T2;1,2
06 Cantabria;Ambos sexos;Analfabetos;2023T1;1,1
06 Cantabria;Ambos sexos;Analfabetos;2022T4;2,4
06 Cantabria;Ambos sexos;Analfabetos;2022T3;1,6
06 Cantabria;Ambos sexos;Analfabetos;2022T2;1,5
06 Cantabria;Ambos sexos;Analfabetos;2022T1;1,0
06 Cantabria;Ambos sexos;Analfabetos;2021T4;0,8
06 Cantabria;Ambos sexos;Analfabetos;2021T3;0,8
06 Cantabria;Ambos sexos;Analfabetos;2021T2;1,9
06 Cantabria;Ambos sexos;Analfabetos;2021T1;1,3
06 Cantabria;Ambos sexos;Analfabetos;2020T4;1,8
06 Cantabria;Ambos sexos;Analfabetos;2020T3;1,4
06 Cantabria;Ambos sexos;Analfabetos;2020T2;2,0
06 Cantabria;Ambos sexos;Analfabetos;2020T1;1,9
06 Cantabria;Ambos sexos;Analfabetos;2019T4;1,1
06 Cantabria;Ambos sexos;Analfabetos;2019T3;0,9
06 Cantabria;Ambos sexos;Analfabetos;2019T2;2,0
06 Cantabria;Ambos sexos;Analfabetos;2019T1;2,4
06 Cantabria;Ambos sexos;Analfabetos;2018T4;1,5
06 Cantabria;Ambos sexos;Analfabetos;2018T3;1,7
06 Cantabria;Ambos sexos;Analfabetos;2018T2;2,3
06 Cantabria;Ambos sexos;Analfabetos;2018T1;2,8
06 Cantabria;Ambos sexos;Analfabetos;2017T4;2,7
06 Cantabria;Ambos sexos;Analfabetos;2017T3;2,4
06 Cantabria;Ambos sexos;Analfabetos;2017T2;2,5
06 Cantabria;Ambos sexos;Analfabetos;2017T1;2,2
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2023T2;1,9
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2023T1;3,0
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2022T4;2,6
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2022T3;4,3
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2022T2;4,3
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2022T1;4,9
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2021T4;6,5
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2021T3;4,7
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2021T2;5,0
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2021T1;5,9
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2020T4;4,1
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2020T3;5,4
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2020T2;5,1
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2020T1;6,2
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2019T4;4,6
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2019T3;5,6
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2019T2;5,5
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2019T1;3,9
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2018T4;4,2
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2018T3;5,8
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2018T2;5,9
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2018T1;5,8
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2017T4;7,1
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2017T3;7,9
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2017T2;8,1
06 Cantabria;Ambos sexos;Estudios primarios incompletos;2017T1;7,9
06 Cantabria;Ambos sexos;Educación primaria;2023T2;40,2
06 Cantabria;Ambos sexos;Educación primaria;2023T1;42,9
06 Cantabria;Ambos sexos;Educación primaria;2022T4;45,0
06 Cantabria;Ambos sexos;Educación primaria;2022T3;41,6
06 Cantabria;Ambos sexos;Educación primaria;2022T2;40,9
06 Cantabria;Ambos sexos;Educación primaria;2022T1;42,2
06 Cantabria;Ambos sexos;Educación primaria;2021T4;44,2
06 Cantabria;Ambos sexos;Educación primaria;2021T3;45,2
06 Cantabria;Ambos sexos;Educación primaria;2021T2;47,4
06 Cantabria;Ambos sexos;Educación primaria;2021T1;48,7
06 Cantabria;Ambos sexos;Educación primaria;2020T4;50,4
06 Cantabria;Ambos sexos;Educación primaria;2020T3;54,2
06 Cantabria;Ambos sexos;Educación primaria;2020T2;52,5
06 Cantabria;Ambos sexos;Educación primaria;2020T1;56,0
06 Cantabria;Ambos sexos;Educación primaria;2019T4;62,4
06 Cantabria;Ambos sexos;Educación primaria;2019T3;63,2
06 Cantabria;Ambos sexos;Educación primaria;2019T2;65,5
06 Cantabria;Ambos sexos;Educación primaria;2019T1;69,9
06 Cantabria;Ambos sexos;Educación primaria;2018T4;74,4
06 Cantabria;Ambos sexos;Educación primaria;2018T3;71,5
06 Cantabria;Ambos sexos;Educación primaria;2018T2;70,8
06 Cantabria;Ambos sexos;Educación primaria;2018T1;74,5
06 Cantabria;Ambos sexos;Educación primaria;2017T4;72,7
06 Cantabria;Ambos sexos;Educación primaria;2017T3;73,1
06 Cantabria;Ambos sexos;Educación primaria;2017T2;69,4
06 Cantabria;Ambos sexos;Educación primaria;2017T1;71,9
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2023T2;148,0
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2023T1;151,5
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2022T4;150,9
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2022T3;154,6
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2022T2;158,7
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2022T1;165,3
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2021T4;159,6
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2021T3;153,7
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2021T2;155,8
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2021T1;151,3
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2020T4;151,3
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2020T3;145,5
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2020T2;153,5
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2020T1;156,8
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2019T4;143,1
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2019T3;140,7
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2019T2;138,3
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2019T1;138,3
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2018T4;129,2
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2018T3;127,8
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2018T2;130,8
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2018T1;135,8
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2017T4;134,2
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2017T3;130,6
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2017T2;139,3
06 Cantabria;Ambos sexos;Primera etapa de educación secundaria y similar;2017T1;142,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T2;68,8
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T1;65,9
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T4;65,9
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T3;66,7
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T2;69,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T1;63,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T4;61,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;63,8
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;60,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;64,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;63,9
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;63,8
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;63,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;61,9
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;68,6
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;71,3
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;74,1
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;71,2
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;76,6
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;71,8
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;75,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;67,3
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T4;62,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T3;66,8
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T2;67,2
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T1;60,1
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;50,4
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;51,2
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;51,6
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;49,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;49,6
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;56,7
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;55,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;57,6
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;58,3
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;57,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;55,4
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;52,7
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;56,2
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;52,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;52,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;52,1
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;50,0
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;52,3
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;51,6
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;53,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;52,5
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;54,1
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;58,4
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;51,7
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;52,8
06 Cantabria;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;51,7
06 Cantabria;Ambos sexos;Educación superior;2023T2;192,3
06 Cantabria;Ambos sexos;Educación superior;2023T1;186,3
06 Cantabria;Ambos sexos;Educación superior;2022T4;183,2
06 Cantabria;Ambos sexos;Educación superior;2022T3;182,2
06 Cantabria;Ambos sexos;Educación superior;2022T2;176,5
06 Cantabria;Ambos sexos;Educación superior;2022T1;166,7
06 Cantabria;Ambos sexos;Educación superior;2021T4;170,4
06 Cantabria;Ambos sexos;Educación superior;2021T3;171,2
06 Cantabria;Ambos sexos;Educación superior;2021T2;169,3
06 Cantabria;Ambos sexos;Educación superior;2021T1;170,2
06 Cantabria;Ambos sexos;Educación superior;2020T4;170,3
06 Cantabria;Ambos sexos;Educación superior;2020T3;173,0
06 Cantabria;Ambos sexos;Educación superior;2020T2;162,9
06 Cantabria;Ambos sexos;Educación superior;2020T1;159,3
06 Cantabria;Ambos sexos;Educación superior;2019T4;162,5
06 Cantabria;Ambos sexos;Educación superior;2019T3;160,3
06 Cantabria;Ambos sexos;Educación superior;2019T2;158,0
06 Cantabria;Ambos sexos;Educación superior;2019T1;155,0
06 Cantabria;Ambos sexos;Educación superior;2018T4;155,1
06 Cantabria;Ambos sexos;Educación superior;2018T3;160,0
06 Cantabria;Ambos sexos;Educación superior;2018T2;154,5
06 Cantabria;Ambos sexos;Educación superior;2018T1;151,6
06 Cantabria;Ambos sexos;Educación superior;2017T4;154,1
06 Cantabria;Ambos sexos;Educación superior;2017T3;158,9
06 Cantabria;Ambos sexos;Educación superior;2017T2;152,2
06 Cantabria;Ambos sexos;Educación superior;2017T1;155,5
07 Castilla y León;Ambos sexos;Analfabetos;2023T2;12,5
07 Castilla y León;Ambos sexos;Analfabetos;2023T1;13,3
07 Castilla y León;Ambos sexos;Analfabetos;2022T4;11,9
07 Castilla y León;Ambos sexos;Analfabetos;2022T3;14,2
07 Castilla y León;Ambos sexos;Analfabetos;2022T2;14,2
07 Castilla y León;Ambos sexos;Analfabetos;2022T1;10,8
07 Castilla y León;Ambos sexos;Analfabetos;2021T4;11,7
07 Castilla y León;Ambos sexos;Analfabetos;2021T3;9,8
07 Castilla y León;Ambos sexos;Analfabetos;2021T2;10,9
07 Castilla y León;Ambos sexos;Analfabetos;2021T1;10,6
07 Castilla y León;Ambos sexos;Analfabetos;2020T4;13,1
07 Castilla y León;Ambos sexos;Analfabetos;2020T3;13,4
07 Castilla y León;Ambos sexos;Analfabetos;2020T2;13,0
07 Castilla y León;Ambos sexos;Analfabetos;2020T1;13,1
07 Castilla y León;Ambos sexos;Analfabetos;2019T4;13,3
07 Castilla y León;Ambos sexos;Analfabetos;2019T3;15,2
07 Castilla y León;Ambos sexos;Analfabetos;2019T2;12,5
07 Castilla y León;Ambos sexos;Analfabetos;2019T1;14,7
07 Castilla y León;Ambos sexos;Analfabetos;2018T4;16,1
07 Castilla y León;Ambos sexos;Analfabetos;2018T3;17,8
07 Castilla y León;Ambos sexos;Analfabetos;2018T2;16,9
07 Castilla y León;Ambos sexos;Analfabetos;2018T1;17,4
07 Castilla y León;Ambos sexos;Analfabetos;2017T4;18,4
07 Castilla y León;Ambos sexos;Analfabetos;2017T3;17,5
07 Castilla y León;Ambos sexos;Analfabetos;2017T2;19,4
07 Castilla y León;Ambos sexos;Analfabetos;2017T1;17,6
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2023T2;56,2
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2023T1;51,0
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2022T4;46,2
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2022T3;48,3
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2022T2;47,7
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2022T1;50,3
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2021T4;49,9
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2021T3;49,8
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2021T2;49,0
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2021T1;51,1
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2020T4;55,0
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2020T3;58,7
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2020T2;58,8
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2020T1;65,0
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2019T4;65,3
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2019T3;65,6
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2019T2;67,3
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2019T1;66,4
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2018T4;68,2
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2018T3;74,2
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2018T2;83,0
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2018T1;84,7
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2017T4;85,1
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2017T3;90,2
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2017T2;93,9
07 Castilla y León;Ambos sexos;Estudios primarios incompletos;2017T1;88,6
07 Castilla y León;Ambos sexos;Educación primaria;2023T2;295,9
07 Castilla y León;Ambos sexos;Educación primaria;2023T1;316,1
07 Castilla y León;Ambos sexos;Educación primaria;2022T4;298,1
07 Castilla y León;Ambos sexos;Educación primaria;2022T3;297,0
07 Castilla y León;Ambos sexos;Educación primaria;2022T2;293,2
07 Castilla y León;Ambos sexos;Educación primaria;2022T1;299,9
07 Castilla y León;Ambos sexos;Educación primaria;2021T4;303,8
07 Castilla y León;Ambos sexos;Educación primaria;2021T3;300,4
07 Castilla y León;Ambos sexos;Educación primaria;2021T2;301,6
07 Castilla y León;Ambos sexos;Educación primaria;2021T1;304,7
07 Castilla y León;Ambos sexos;Educación primaria;2020T4;313,9
07 Castilla y León;Ambos sexos;Educación primaria;2020T3;333,2
07 Castilla y León;Ambos sexos;Educación primaria;2020T2;353,9
07 Castilla y León;Ambos sexos;Educación primaria;2020T1;354,4
07 Castilla y León;Ambos sexos;Educación primaria;2019T4;348,9
07 Castilla y León;Ambos sexos;Educación primaria;2019T3;353,5
07 Castilla y León;Ambos sexos;Educación primaria;2019T2;368,5
07 Castilla y León;Ambos sexos;Educación primaria;2019T1;374,8
07 Castilla y León;Ambos sexos;Educación primaria;2018T4;359,3
07 Castilla y León;Ambos sexos;Educación primaria;2018T3;351,2
07 Castilla y León;Ambos sexos;Educación primaria;2018T2;357,2
07 Castilla y León;Ambos sexos;Educación primaria;2018T1;353,4
07 Castilla y León;Ambos sexos;Educación primaria;2017T4;360,7
07 Castilla y León;Ambos sexos;Educación primaria;2017T3;359,5
07 Castilla y León;Ambos sexos;Educación primaria;2017T2;371,9
07 Castilla y León;Ambos sexos;Educación primaria;2017T1;383,1
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2023T2;567,4
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2023T1;574,9
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2022T4;574,7
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2022T3;578,4
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2022T2;592,3
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2022T1;605,1
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2021T4;588,9
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2021T3;597,6
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2021T2;616,3
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2021T1;612,5
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2020T4;610,4
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2020T3;598,5
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2020T2;595,4
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2020T1;594,5
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2019T4;603,6
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2019T3;592,0
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2019T2;594,9
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2019T1;594,2
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2018T4;605,8
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2018T3;612,7
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2018T2;614,2
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2018T1;620,6
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2017T4;607,5
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2017T3;605,9
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2017T2;613,8
07 Castilla y León;Ambos sexos;Primera etapa de educación secundaria y similar;2017T1;618,0
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T2;279,8
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T1;276,8
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T4;276,0
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T3;274,7
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T2;276,1
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T1;269,9
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T4;270,0
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;259,3
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;257,7
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;257,2
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;265,0
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;260,7
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;258,9
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;256,8
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;251,9
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;250,6
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;247,1
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;248,3
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;255,5
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;257,2
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;256,4
07 Castilla y León;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;253,0
